ticket_id,ticket_text,issue_type,urgency_level,product,cleaned_text,text_length,word_count,sentiment,tokens,processed_text
587,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,UltraClean Vacuum,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
588,Payment issue for my ProTab X1. I was charged twice for order #14766.,Billing Problem,Medium,ProTab X1,payment issue for my protab x . i was charged twice for order .,63,14,0.0,"['payment', 'issue', 'protab', 'charged', 'twice', 'order']",payment issue protab charged twice order
589,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red? Delivery expected by 02 May.",General Inquiry,Medium,PhotoSnap Cam,can you tell me more about the photosnap cam warranty? also is it available in red? delivery expected by may.,109,20,0.2,"['tell', 'photosnap', 'cam', 'warranty', 'also', 'available', 'red', 'delivery', 'expected', 'may']",tell photosnap cam warranty also available red delivery expected may
590,Account problem. Assistance needed.,Account Access,High,PowerMax Battery,account problem. assistance needed.,35,4,0.0,"['account', 'problem', 'assistance', 'needed']",account problem assistance needed
591,Payment issue fr mi SoundWave 300. I was charged twice fr order #95164.,Billing Problem,Low,SoundWave 300,payment issue fr mi soundwave . i was charged twice fr order .,62,13,0.0,"['payment', 'issue', 'soundwave', 'charged', 'twice', 'order']",payment issue soundwave charged twice order
592,Order #42651 for PowerMax Battery is 10 days late. Ordered on 30 March.,Late Delivery,High,PowerMax Battery,order for powermax battery is days late. ordered on march.,58,10,-0.3,"['order', 'powermax', 'battery', 'day', 'late', 'ordered', 'march']",order powermax battery day late ordered march
593,Facing installation issue with UltraClean Vacuum. Setup fails at step 1.,Installation Issue,Medium,UltraClean Vacuum,facing installation issue with ultraclean vacuum. setup fails at step .,71,11,-0.25416666666666665,"['facing', 'installation', 'issue', 'ultraclean', 'vacuum', 'setup', 'fails', 'step']",facing installation issue ultraclean vacuum setup fails step
594,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Low,PhotoSnap Cam,can t log in to mi account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
595,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black?",General Inquiry,Low,FitRun Treadmill,can you tell me more about the fitrun treadmill warranty? also is it available in black?,88,16,0.24444444444444446,"['tell', 'fitrun', 'treadmill', 'warranty', 'also', 'available', 'black']",tell fitrun treadmill warranty also available black
596,Payment issue for my Vision LED TV. I was not refunded for order #14501.,Billing Problem,Low,Vision LED TV,payment issue for my vision led tv. i was not refunded for order .,66,14,0.0,"['payment', 'issue', 'vision', 'led', 'refunded', 'order']",payment issue vision led refunded order
597,Order #31539 for EcoBreeze AC is 14 days late. Ordered on 08 May.,Late Delivery,High,EcoBreeze AC,order for ecobreeze ac is days late. ordered on may.,52,10,-0.3,"['order', 'ecobreeze', 'day', 'late', 'ordered', 'may']",order ecobreeze day late ordered may
598,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,RoboChef Blender,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
599,Facing installation issue with PhotoSnap Cam. Setup fails at step 5.,Installation Issue,Medium,PhotoSnap Cam,facing installation issue with photosnap cam. setup fails at step .,67,11,-0.5,"['facing', 'installation', 'issue', 'photosnap', 'cam', 'setup', 'fails', 'step']",facing installation issue photosnap cam setup fails step
600,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",General Inquiry,Low,FitRun Treadmill,can you tell me more about the fitrun treadmill warranty? also is it available in red?,86,16,0.3,"['tell', 'fitrun', 'treadmill', 'warranty', 'also', 'available', 'red']",tell fitrun treadmill warranty also available red
601,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,SoundWave 300,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
602,Order #48317 for PhotoSnap Cam is 12 days late. Ordered on 03 May.,Late Delivery,High,PhotoSnap Cam,order for photosnap cam is days late. ordered on may.,53,10,-0.3,"['order', 'photosnap', 'cam', 'day', 'late', 'ordered', 'may']",order photosnap cam day late ordered may
603,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,FitRun Treadmill,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
604,EcoBreeze AC is lost. It stopped working after just 9 days. Delivery expected by 20 March.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac is lost. it stopped working after just days. delivery expected by march.,85,14,-0.1,"['ecobreeze', 'lost', 'stopped', 'working', 'day', 'delivery', 'expected', 'march']",ecobreeze lost stopped working day delivery expected march
605,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,facing installation issue with vision led tv. setup fails at step .,67,12,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step']",facing installation issue vision led setup fails step
606,Payment issue for my . I was not refunded for order #55840.,Billing Problem,Medium,PhotoSnap Cam,payment issue for my . i was not refunded for order .,53,12,0.0,"['payment', 'issue', 'refunded', 'order']",payment issue refunded order
607,Facing installation issue with PowerMax Battery. Setup fails at step 3.,Installation Issue,Low,PowerMax Battery,facing installation issue with powermax battery. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'powermax', 'battery', 'setup', 'fails', 'step']",facing installation issue powermax battery setup fails step
608,Not able to install my product.,Installation Issue,Medium,Vision LED TV,not able to install my product.,31,6,-0.25,"['able', 'install', 'product']",able install product
609,Facing installation issue with . Setup fails at step 4.,Installation Issue,Medium,SoundWave 300,facing installation issue with . setup fails at step .,54,10,-0.5,"['facing', 'installation', 'issue', 'setup', 'fails', 'step']",facing installation issue setup fails step
610,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,FitRun Treadmill,can t log in to my account. keeps showing error. help!,54,11,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help']",log account keep showing error help
611,Is this item in stock?,General Inquiry,Medium,PhotoSnap Cam,is this item in stock?,22,5,0.0,"['item', 'stock']",item stock
612,Vision LED TV is defective. It stopped working after just 10 days.,Product Defect,Medium,Vision LED TV,vision led tv is defective. it stopped working after just days.,63,11,0.0,"['vision', 'led', 'defective', 'stopped', 'working', 'day']",vision led defective stopped working day
613,I ordered ProTab X1 but got RoboChef Blender instead. My order number is #56484.,Wrong Item,Medium,ProTab X1,i ordered protab x but got robochef blender instead. my order number is .,73,14,0.0,"['ordered', 'protab', 'got', 'robochef', 'blender', 'instead', 'order', 'number']",ordered protab got robochef blender instead order number
614,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in white?",General Inquiry,Medium,UltraClean Vacuum,can you tell me more about the ultraclean vacuum warranty? also is it available in white?,89,16,0.22291666666666665,"['tell', 'ultraclean', 'vacuum', 'warranty', 'also', 'available', 'white']",tell ultraclean vacuum warranty also available white
615,RoboChef Blender is faulty. It stopped working after just 10 days.,Product Defect,High,RoboChef Blender,robochef blender is faulty. it stopped working after just days.,63,10,0.0,"['robochef', 'blender', 'faulty', 'stopped', 'working', 'day']",robochef blender faulty stopped working day
616,Payment issue for my SoundWave 300. I was underbilled for order #34614.,Billing Problem,High,SoundWave 300,payment issue for my soundwave . i was underbilled for order .,62,12,0.0,"['payment', 'issue', 'soundwave', 'underbilled', 'order']",payment issue soundwave underbilled order
617,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in blue?",General Inquiry,Low,RoboChef Blender,can you tell me more about the robochef blender warranty? also is it available in blue?,87,16,0.3,"['tell', 'robochef', 'blender', 'warranty', 'also', 'available', 'blue']",tell robochef blender warranty also available blue
618,"Order #38284 for RoboChef Blender is 7 days late. Ordered on 24 March. Also, I contacted support on 24 March but got no response.",Unknown,Low,RoboChef Blender,order for robochef blender is days late. ordered on march. also i contacted support on march but got no response.,113,20,-0.3,"['order', 'robochef', 'blender', 'day', 'late', 'ordered', 'march', 'also', 'contacted', 'support', 'march', 'got', 'response']",order robochef blender day late ordered march also contacted support march got response
619,Order #17506 for EcoBreeze AC is 8 days late. Ordered on 16 April.,Late Delivery,High,EcoBreeze AC,order for ecobreeze ac is days late. ordered on april.,54,10,-0.3,"['order', 'ecobreeze', 'day', 'late', 'ordered', 'april']",order ecobreeze day late ordered april
620,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,EcoBreeze AC,can t log in to my account. keeps showing unknown issue. help!,62,12,-0.125,"['log', 'account', 'keep', 'showing', 'unknown', 'issue', 'help']",log account keep showing unknown issue help
621,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,High,FitRun Treadmill,can you tell me more about the fitrun treadmill warranty? also is it available in blue?,87,16,0.3,"['tell', 'fitrun', 'treadmill', 'warranty', 'also', 'available', 'blue']",tell fitrun treadmill warranty also available blue
622,Can't log in to my account. Keeps showing reset required. Help!,Unknown,Medium,RoboChef Blender,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
